slug,cat,sub,judet,loc,tel,web,lat,lng,tip,nume,adr,maps,name,phone,website,address,category,city,county,rating,reviews,google_maps_url,judet_key
folii-terase-vaslui-vaslui,Servicii,Construcții generale,Vaslui,Vaslui,+40 743 645 343,http://foliiterase.ro/,46.6230098,27.6897541,Servicii construcții,Folii terase,"Strada Metalurgiei nr. 4, 730233 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Folii%20terase&query_place_id=ChIJx3x4Hqj_sUARYm8knoUbqFA,Folii terase,+40 743 645 343,http://foliiterase.ro/,"Strada Metalurgiei nr. 4, 730233 Vaslui, România",Construcții generale,Vaslui,Vaslui,,,,vaslui
franco-construct-srl-vaslui-vaslui,Servicii,Construcții generale,Vaslui,Vaslui,+40 768 095 557,,46.3072589,27.6739293,Servicii construcții,Franco construct srl,"Localitatea Drujesti, Strada secundară 12, nr 1, 737045 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Franco%20construct%20srl&query_place_id=ChIJq1pdXFnptUARdQ2282Bip1c,Franco construct srl,+40 768 095 557,,"Localitatea Drujesti, Strada secundară 12, nr 1, 737045 Vaslui, România",Construcții generale,Vaslui,Vaslui,,,,vaslui
frigoreb-srl-distribuitor-bilka-velux-bramac-vaslui-vaslui,Materiale,Acoperișuri,Vaslui,Vaslui,+40 722 266 809,http://www.frigoreb.ro/,46.6439919,27.7134101,Furnizor materiale,"Frigoreb SRL - distribuitor Bilka, Velux, Bramac","Strada Călugăreni 102, 730152 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Frigoreb%20SRL%20-%20distribuitor%20Bilka%2C%20Velux%2C%20Bramac&query_place_id=ChIJk99Gk01yykARYbDGgF0kaRM,"Frigoreb SRL - distribuitor Bilka, Velux, Bramac",+40 722 266 809,http://www.frigoreb.ro/,"Strada Călugăreni 102, 730152 Vaslui, România",Acoperișuri,Vaslui,Vaslui,,,,vaslui
gamasmart-security-srl-vaslui-vaslui,Servicii,Instalații electrice,Vaslui,Vaslui,+40 744 607 347,https://www.gamasmart.ro/,46.525031,27.7640989,Servicii construcții,Gamasmart Security SRL,,https://www.google.com/maps/search/?api=1&query=Gamasmart%20Security%20SRL&query_place_id=ChIJdVn9Ip9FnwoR718mX772j-U,Gamasmart Security SRL,+40 744 607 347,https://www.gamasmart.ro/,,Instalații electrice,Vaslui,Vaslui,,,,vaslui
giorgio-graesan-vaslui-vaslui,Materiale,Materiale construcții,Vaslui,Vaslui,+40 751 926 055,,46.6383783,27.7218074,Furnizor materiale,Giorgio Graesan,"Bulevardul Traian 111, 730001 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Giorgio%20Graesan&query_place_id=ChIJLV4kHwBzykARgmJDaXs53rE,Giorgio Graesan,+40 751 926 055,,"Bulevardul Traian 111, 730001 Vaslui, România",Materiale construcții,Vaslui,Vaslui,,,,vaslui
global-tech-vaslui-vaslui,Servicii,Utilaje și transport,Vaslui,Vaslui,+40 235 316 649,https://globaltech.com.ro/,46.6289286,27.7356683,Furnizor materiale,Global Tech,"Strada Ștefan cel Mare 11, 730187 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Global%20Tech&query_place_id=ChIJVwqVTnFzykARe85MykcTKY0,Global Tech,+40 235 316 649,https://globaltech.com.ro/,"Strada Ștefan cel Mare 11, 730187 Vaslui, România",Utilaje și transport,Vaslui,Vaslui,,,,vaslui
id-construct-vaslui-vaslui,Servicii,Instalații electrice,Vaslui,Vaslui,+40 740 482 042,http://idconstruct.ro/,46.6264861,27.7321493,Servicii construcții,ID Construct,"Strada Ceramica, 730233 Vaslui, România",https://www.google.com/maps/search/?api=1&query=ID%20Construct&query_place_id=ChIJ2x-ghNd1ykARS7s5jbPTYWE,ID Construct,+40 740 482 042,http://idconstruct.ro/,"Strada Ceramica, 730233 Vaslui, România",Instalații electrice,Vaslui,Vaslui,,,,vaslui
inovatin-construct-s-r-l-vaslui-vaslui,Servicii,Construcții generale,Vaslui,Vaslui,+40 745 987 780,,46.6627,27.7380001,Servicii construcții,INOVATIN CONSTRUCT S.R.L.,"Strada Ștefan cel Mare 304, 730006 Vaslui, România",https://www.google.com/maps/search/?api=1&query=INOVATIN%20CONSTRUCT%20S.R.L.&query_place_id=ChIJPVO6Sq9zykAR2fzoXQ7GDgA,INOVATIN CONSTRUCT S.R.L.,+40 745 987 780,,"Strada Ștefan cel Mare 304, 730006 Vaslui, România",Construcții generale,Vaslui,Vaslui,,,,vaslui
inspectoratul-judetean-in-constructii-vaslui-vaslui-vaslui,Servicii,Construcții generale,Vaslui,Vaslui,+40 235 310 163,,46.6381572,27.7269023,Servicii construcții,INSPECTORATUL JUDEŢEAN ÎN CONSTRUCŢII VASLUI,"Strada Călugăreni 21, 730150 Vaslui, România",https://www.google.com/maps/search/?api=1&query=INSPECTORATUL%20JUDE%C5%A2EAN%20%C3%8EN%20CONSTRUC%C5%A2II%20VASLUI&query_place_id=ChIJBwFu7INzykAR6jg65hnh1qU,INSPECTORATUL JUDEŢEAN ÎN CONSTRUCŢII VASLUI,+40 235 310 163,,"Strada Călugăreni 21, 730150 Vaslui, România",Construcții generale,Vaslui,Vaslui,,,,vaslui
instalveg-vaslui-vaslui,Servicii,Instalații sanitare,Vaslui,Vaslui,+40 747 828 483,,46.6323703,27.7242115,Servicii construcții,INSTALVEG,"Strada Libertății, 730196 Vaslui, România",https://www.google.com/maps/search/?api=1&query=INSTALVEG&query_place_id=ChIJj7D3OUx1ykARLcAm_21e6HU,INSTALVEG,+40 747 828 483,,"Strada Libertății, 730196 Vaslui, România",Instalații sanitare,Vaslui,Vaslui,,,,vaslui
instal-service-grup-vaslui,Servicii,Instalații sanitare,Vaslui,Vaslui,+40758113399,https://facebook.com/instalservicegrup,,,Servicii construcții,Instal Service Grup,,,Instal Service Grup,+40758113399,https://facebook.com/instalservicegrup,,Instalații sanitare,Vaslui,Vaslui,,,,vaslui
instal-therm-vaslui-vaslui,Servicii,Instalații sanitare,Vaslui,Vaslui,+40 763 062 198,,46.6406915,27.7276468,Furnizor materiale,Instal Therm,"Str. Stefan cel Mare 75, sc.c, et.1, ap.12, 730169 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Instal%20Therm&query_place_id=ChIJ3a7bZ7pzykARp7IlzWE5Yj8,Instal Therm,+40 763 062 198,,"Str. Stefan cel Mare 75, sc.c, et.1, ap.12, 730169 Vaslui, România",Instalații sanitare,Vaslui,Vaslui,,,,vaslui
instalatii-rezidentiale-vaslui-vaslui,Servicii,Instalații sanitare,Vaslui,Vaslui,+40 745 536 115,,46.4480977,27.8703189,Servicii construcții,Instalatii Rezidentiale,,https://www.google.com/maps/search/?api=1&query=Instalatii%20Rezidentiale&query_place_id=ChIJWyzBXJtjoSoR1_mrzfiDS0k,Instalatii Rezidentiale,+40 745 536 115,,,Instalații sanitare,Vaslui,Vaslui,,,,vaslui
instalser-termo-srl-vaslui-vaslui,Servicii,Climatizare și termice,Vaslui,Vaslui,+40 770 779 565,https://instalser.ro/,46.624907,27.6805944,Furnizor materiale,Instalser Termo Srl,"Fostul Servoil, Str. Metalurgiei, 730233 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Instalser%20Termo%20Srl&query_place_id=ChIJ9dWdfGx1ykARZIKyEpZkG8U,Instalser Termo Srl,+40 770 779 565,https://instalser.ro/,"Fostul Servoil, Str. Metalurgiei, 730233 Vaslui, România",Climatizare și termice,Vaslui,Vaslui,,,,vaslui
kober-vaslui-vaslui-vaslui,Materiale,Materiale construcții,Vaslui,Vaslui,+40 235 369 022,http://www.kober.ro/,46.6232897,27.6878291,Furnizor materiale,KÖBER Vaslui,"DN2F, 730002 Vaslui, România",https://www.google.com/maps/search/?api=1&query=K%C3%96BER%20Vaslui&query_place_id=ChIJPbVAw5p1ykAR1IPUhCBc9Rg,KÖBER Vaslui,+40 235 369 022,http://www.kober.ro/,"DN2F, 730002 Vaslui, România",Materiale construcții,Vaslui,Vaslui,,,,vaslui
masmia-vaslui-vaslui,Materiale,Materiale construcții,Vaslui,Vaslui,+40 740 273 315,,46.6399914,27.7136536,Furnizor materiale,Masmia,"Strada Fabricii, 730204 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Masmia&query_place_id=ChIJ-0VAkTFzykARkn2umtdd640,Masmia,+40 740 273 315,,"Strada Fabricii, 730204 Vaslui, România",Materiale construcții,Vaslui,Vaslui,,,,vaslui
metalprod-vaslui-vaslui,Servicii,Construcții metalice,Vaslui,Vaslui,+40755882211,,,,Servicii construcții,Metalprod Vaslui,,,Metalprod Vaslui,+40755882211,,,Construcții metalice,Vaslui,Vaslui,,,,vaslui
mini-excavator-vaslui-vaslui-vaslui,Servicii,Utilaje și transport,Vaslui,Vaslui,+40 771 460 698,https://ghilan860-wq.github.io/miniexcavator-vaslui/,46.4480977,27.8703189,Utilaje și transport,Mini excavator Vaslui,,https://www.google.com/maps/search/?api=1&query=Mini%20excavator%20Vaslui&query_place_id=ChIJOXmsugAn6Y8RO1OctsUbJKk,Mini excavator Vaslui,+40 771 460 698,https://ghilan860-wq.github.io/miniexcavator-vaslui/,,Utilaje și transport,Vaslui,Vaslui,,,,vaslui
modelarie-comanda-produse-din-ciment-vibropresate-pavelemodele-vaslui-vaslui-vaslui,Materiale,Materiale construcții,Vaslui,Vaslui,+40 743 136 884,http://www.pavelemodele.com/,46.6374102,27.6922877,Furnizor materiale,"Modelarie Comanda, produse din ciment vibropresate (pavelemodele vaslui)","Strada Plopilor 22, 730004 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Modelarie%20Comanda%2C%20produse%20din%20ciment%20vibropresate%20(pavelemodele%20vaslui)&query_place_id=ChIJ9-1wb3F1ykARCY1872cWpOg,"Modelarie Comanda, produse din ciment vibropresate (pavelemodele vaslui)",+40 743 136 884,http://www.pavelemodele.com/,"Strada Plopilor 22, 730004 Vaslui, România",Materiale construcții,Vaslui,Vaslui,,,,vaslui
mold-construct-team-vaslui,Servicii,Construcții case,Vaslui,Vaslui,+40756881122,https://facebook.com/moldconstructteam,,,Servicii construcții,Mold Construct Team,,,Mold Construct Team,+40756881122,https://facebook.com/moldconstructteam,,Construcții case,Vaslui,Vaslui,,,,vaslui
nativo-vaslui-vaslui-vaslui,Materiale,Proiectare și cadastru,Vaslui,Vaslui,+40 723 641 647,https://www.nativoshop.ro/,46.6374622,27.7395253,Furnizor materiale,Nativo Vaslui,"Strada Decebal 204, 730036 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Nativo%20Vaslui&query_place_id=ChIJIUAAmQVzykARWhnZmO3izN8,Nativo Vaslui,+40 723 641 647,https://www.nativoshop.ro/,"Strada Decebal 204, 730036 Vaslui, România",Proiectare și cadastru,Vaslui,Vaslui,,,,vaslui
pex-excavari-agronopic-culture-srl-vaslui-vaslui,Servicii,Utilaje și transport,Vaslui,Vaslui,+40 743 035 090,https://pexvs.ro/,46.6570759,27.7051094,Utilaje și transport,PEX excavări - AGRONOPIC culture srl,"DN15D 201, Vaslui, România",https://www.google.com/maps/search/?api=1&query=PEX%20excav%C4%83ri%20-%20AGRONOPIC%20culture%20srl&query_place_id=ChIJ3aIFYABzykARYDkXqQYhkAA,PEX excavări - AGRONOPIC culture srl,+40 743 035 090,https://pexvs.ro/,"DN15D 201, Vaslui, România",Utilaje și transport,Vaslui,Vaslui,,,,vaslui
panouri-solare-kit-sistem-fotovoltaic-invertor-baterie-acumulator-turbina-eoliana-in-vaslui-vaslui-vaslui,Servicii,Energie verde,Vaslui,Vaslui,+40 753 496 596,https://www.alternativepureenergy.ro/,46.6370687,27.7381821,Furnizor materiale,Panouri Solare Kit Sistem Fotovoltaic Invertor Baterie Acumulator Turbina Eoliana in Vaslui,"Strada Ștefan cel Mare 5, 730085 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Panouri%20Solare%20Kit%20Sistem%20Fotovoltaic%20Invertor%20Baterie%20Acumulator%20Turbina%20Eoliana%20in%20Vaslui&query_place_id=ChIJvSmaPgBzykARRchWBi3Ducg,Panouri Solare Kit Sistem Fotovoltaic Invertor Baterie Acumulator Turbina Eoliana in Vaslui,+40 753 496 596,https://www.alternativepureenergy.ro/,"Strada Ștefan cel Mare 5, 730085 Vaslui, România",Energie verde,Vaslui,Vaslui,,,,vaslui
parchetul-de-pe-langa-tribunalul-vaslui-vaslui-vaslui,Materiale,Finisaje și renovări,Vaslui,Vaslui,+40 235 311 863,https://ptvaslui.mpublic.ro/,46.6428475,27.7282869,Furnizor materiale,Parchetul de pe lângă Tribunalul Vaslui,"Strada Mihail Kogălniceanu 31, 730104 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Parchetul%20de%20pe%20l%C3%A2ng%C4%83%20Tribunalul%20Vaslui&query_place_id=ChIJrcJsi3dzykAR7B1TUyS7pag,Parchetul de pe lângă Tribunalul Vaslui,+40 235 311 863,https://ptvaslui.mpublic.ro/,"Strada Mihail Kogălniceanu 31, 730104 Vaslui, România",Finisaje și renovări,Vaslui,Vaslui,,,,vaslui
patrunsuu-construct-vaslui-vaslui,Materiale,Materiale construcții,Vaslui,Vaslui,+40 774 422 521,,46.6423883,27.7285481,Furnizor materiale,Patrunsuu Construct,,https://www.google.com/maps/search/?api=1&query=Patrunsuu%20Construct&query_place_id=ChIJFYD30fI1t44Rr0QA4a6316w,Patrunsuu Construct,+40 774 422 521,,,Materiale construcții,Vaslui,Vaslui,,,,vaslui
pgrg-instalatii-civile-industriale-vaslui-vaslui,Servicii,Instalații sanitare,Vaslui,Vaslui,+40 757 383 004,,46.654636,27.7254852,Servicii construcții,Pgrg instalații civile industriale,"Strada Delea, 730037 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Pgrg%20instala%C8%9Bii%20civile%20industriale&query_place_id=ChIJA4OMjWhzykARdOnKq4kjglQ,Pgrg instalații civile industriale,+40 757 383 004,,"Strada Delea, 730037 Vaslui, România",Instalații sanitare,Vaslui,Vaslui,,,,vaslui
piatra-chis-vaslui-vaslui-vaslui,Materiale,Materiale construcții,Vaslui,Vaslui,+40 756 059 288,http://www.piatrachis.ro/,46.6199036,27.7585191,Furnizor materiale,Piatră Chiș - VASLUI,"Strada Ștefan cel Mare 1, 737365 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Piatr%C4%83%20Chi%C8%99%20-%20VASLUI&query_place_id=ChIJcU3b9sRzykARR2xyFGM9moM,Piatră Chiș - VASLUI,+40 756 059 288,http://www.piatrachis.ro/,"Strada Ștefan cel Mare 1, 737365 Vaslui, România",Materiale construcții,Vaslui,Vaslui,,,,vaslui
porti-metalice-jerry-vaslui-vaslui-vaslui,Servicii,Construcții generale,Vaslui,Vaslui,+40 723 186 513,,46.6287357,27.7354857,Servicii construcții,Porti metalice Jerry Vaslui,"Strada Ștefan cel Mare 11, 730000 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Porti%20metalice%20Jerry%20Vaslui&query_place_id=ChIJ59WYaZFzykAR8GA2MAVNFVE,Porti metalice Jerry Vaslui,+40 723 186 513,,"Strada Ștefan cel Mare 11, 730000 Vaslui, România",Construcții generale,Vaslui,Vaslui,,,,vaslui
pro-tools-vaslui-vaslui,Materiale,Scule profesionale,Vaslui,Vaslui,+40756223388,https://facebook.com/protoolsvaslui,,,Furnizor materiale,Pro Tools Vaslui,,,Pro Tools Vaslui,+40756223388,https://facebook.com/protoolsvaslui,,Scule profesionale,Vaslui,Vaslui,,,,vaslui
pro-utilaje-construct-vaslui,Servicii,Închirieri utilaje,Vaslui,Vaslui,+40748775522,https://facebook.com/proutilajeconstruct,,,Utilaje și transport,Pro Utilaje Construct,,,Pro Utilaje Construct,+40748775522,https://facebook.com/proutilajeconstruct,,Închirieri utilaje,Vaslui,Vaslui,,,,vaslui
profile-decorative-vaslui-vaslui,Materiale,Materiale construcții,Vaslui,Vaslui,+40 746 461 196,http://decor-profil.ro/,46.6528765,27.7369585,Furnizor materiale,Profile Decorative,"Strada Ștefan cel Mare 410, 730003 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Profile%20Decorative&query_place_id=ChIJXWux5kJzykARgb-Tnq4bG3g,Profile Decorative,+40 746 461 196,http://decor-profil.ro/,"Strada Ștefan cel Mare 410, 730003 Vaslui, România",Materiale construcții,Vaslui,Vaslui,,,,vaslui
proiectare-iovicon-vaslui-vaslui,Servicii,Proiectare și cadastru,Vaslui,Vaslui,+40 766 708 402,https://www.proiectare-iovicon.com/,46.6363494,27.7297127,Servicii construcții,Proiectare Iovicon,"Strada Frunzelor 6, 730158 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Proiectare%20Iovicon&query_place_id=ChIJc8qmTHlzykARKu8rkb7Xn2w,Proiectare Iovicon,+40 766 708 402,https://www.proiectare-iovicon.com/,"Strada Frunzelor 6, 730158 Vaslui, România",Proiectare și cadastru,Vaslui,Vaslui,,,,vaslui
rsp-project-design-vaslui-vaslui,Servicii,Proiectare și cadastru,Vaslui,Vaslui,+40 772 035 691,,46.6372696,27.731062,Servicii construcții,RSP PROJECT&DESIGN,"Dobrogeanu gherea 1, 730001 Vaslui, România",https://www.google.com/maps/search/?api=1&query=RSP%20PROJECT%26DESIGN&query_place_id=ChIJpw1GPwBzykARyKFsGaSI_4A,RSP PROJECT&DESIGN,+40 772 035 691,,"Dobrogeanu gherea 1, 730001 Vaslui, România",Proiectare și cadastru,Vaslui,Vaslui,,,,vaslui
radical-grup-vaslui,Servicii,Depozit materiale constructii,Vaslui,Vaslui,+40 235 315 615,https://www.radicalgrup.com,,,Servicii construcții,Radical Grup,,,Radical Grup,+40 235 315 615,https://www.radicalgrup.com,,Depozit materiale constructii,Vaslui,Vaslui,,,,vaslui
real-rezident-srl-vaslui-vaslui,Servicii,Proiectare și cadastru,Vaslui,Vaslui,+40 755 571 848,https://m.facebook.com/RealRezidentConstructii,46.6360011,27.7319993,Servicii construcții,Real Rezident SRL,"Strada Ștefan cel Mare 70, Vaslui, România",https://www.google.com/maps/search/?api=1&query=Real%20Rezident%20SRL&query_place_id=ChIJubj8_3tzykAR9zTd5o9Bcvo,Real Rezident SRL,+40 755 571 848,https://m.facebook.com/RealRezidentConstructii,"Strada Ștefan cel Mare 70, Vaslui, România",Proiectare și cadastru,Vaslui,Vaslui,,,,vaslui
romstal-vaslui-vaslui,Servicii,Climatizare și termice,Vaslui,Vaslui,+40 372 123 153,http://www.romstal.ro/,46.6286225,27.7376899,Furnizor materiale,Romstal,"Strada Ștefan cel Mare 14, 730186 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Romstal&query_place_id=ChIJzZDRZGJzykARHtAKNVjGIWA,Romstal,+40 372 123 153,http://www.romstal.ro/,"Strada Ștefan cel Mare 14, 730186 Vaslui, România",Climatizare și termice,Vaslui,Vaslui,,,,vaslui
s-c-hristos-oikodomika-s-r-l-vaslui-vaslui,Servicii,Construcții generale,Vaslui,Vaslui,+40 755 802 774,https://www.facebook.com/hristos.oikodomika,46.2203959,27.6692319,Servicii construcții,S.C. HRISTOS OIKODOMIKA S.R.L,"Bulevardul Primăverii 6, 731176 Vaslui, România",https://www.google.com/maps/search/?api=1&query=S.C.%20HRISTOS%20OIKODOMIKA%20S.R.L&query_place_id=ChIJo8bsQrrdtUARLBcdKgKXU2A,S.C. HRISTOS OIKODOMIKA S.R.L,+40 755 802 774,https://www.facebook.com/hristos.oikodomika,"Bulevardul Primăverii 6, 731176 Vaslui, România",Construcții generale,Vaslui,Vaslui,,,,vaslui
s-c-sorextop-s-r-l-vaslui-vaslui-vaslui,Servicii,Proiectare și cadastru,Vaslui,Vaslui,+40 741 024 086,,46.6350333,27.725599,Servicii construcții,S.C. SOREXTOP S.R.L. VASLUI,"Vaslui, România",https://www.google.com/maps/search/?api=1&query=S.C.%20SOREXTOP%20S.R.L.%20VASLUI&query_place_id=ChIJp7piYI5zykARahRuuoV6a2g,S.C. SOREXTOP S.R.L. VASLUI,+40 741 024 086,,"Vaslui, România",Proiectare și cadastru,Vaslui,Vaslui,,,,vaslui
s-c-happylary-com-srl-vaslui-vaslui,Servicii,Construcții generale,Vaslui,Vaslui,+40 746 024 843,,46.6423883,27.7285481,Servicii construcții,S.C. happylary com srl,,https://www.google.com/maps/search/?api=1&query=S.C.%20happylary%20com%20srl&query_place_id=ChIJlSh1IGSQ4SoRfv9zSSrSs-Q,S.C. happylary com srl,+40 746 024 843,,,Construcții generale,Vaslui,Vaslui,,,,vaslui
sc-def-marc-srl-showroom-tigla-metalica-vaslui-vaslui,Materiale,Acoperișuri,Vaslui,Vaslui,+40 765 131 220,,46.6471494,27.7383849,Furnizor materiale,SC DEF MARC SRL Showroom Țiglă Metalica,"Strada Ștefan cel Mare, 737734 Vaslui, România",https://www.google.com/maps/search/?api=1&query=SC%20DEF%20MARC%20SRL%20Showroom%20%C8%9Aigl%C4%83%20Metalica&query_place_id=ChIJWY1RqzVzykARyO2WtmRv98k,SC DEF MARC SRL Showroom Țiglă Metalica,+40 765 131 220,,"Strada Ștefan cel Mare, 737734 Vaslui, România",Acoperișuri,Vaslui,Vaslui,,,,vaslui
sc-davluc-construct-srl-vaslui-vaslui,Servicii,Construcții generale,Vaslui,Vaslui,+40 751 064 007,,46.6423883,27.7285481,Servicii construcții,SC DavLuc Construct srl,,https://www.google.com/maps/search/?api=1&query=SC%20DavLuc%20Construct%20srl&query_place_id=ChIJidj0ESmgHKUR7lSQTBzkNDE,SC DavLuc Construct srl,+40 751 064 007,,,Construcții generale,Vaslui,Vaslui,,,,vaslui
sc-electric-company-sa-vaslui-vaslui,Servicii,Instalații electrice,Vaslui,Vaslui,+40 235 312 438,https://www.listafirme.ro/electric-company-sa-6985768/,46.627882,27.7225002,Servicii construcții,SC ELECTRIC COMPANY SA,"Str. Husului, 104, Strada Podul Înalt 9, 730170 Vaslui, România",https://www.google.com/maps/search/?api=1&query=SC%20ELECTRIC%20COMPANY%20SA&query_place_id=ChIJT91LeXpzykARuWJGYYWzS6E,SC ELECTRIC COMPANY SA,+40 235 312 438,https://www.listafirme.ro/electric-company-sa-6985768/,"Str. Husului, 104, Strada Podul Înalt 9, 730170 Vaslui, România",Instalații electrice,Vaslui,Vaslui,,,,vaslui
sc-laser-sab-srl-vaslui-vaslui,Servicii,Instalații electrice,Vaslui,Vaslui,+40 774 482 958,,46.6314405,27.7333541,Servicii construcții,SC LASER SAB SRL,"Strada Ana Ipătescu 306, 730179 Vaslui, România",https://www.google.com/maps/search/?api=1&query=SC%20LASER%20SAB%20SRL&query_place_id=ChIJm-cXzbtzykARCU4vo-uTMZE,SC LASER SAB SRL,+40 774 482 958,,"Strada Ana Ipătescu 306, 730179 Vaslui, România",Instalații electrice,Vaslui,Vaslui,,,,vaslui
sc-poney-srl-vaslui,Servicii,Materiale construcții,Vaslui,Vaslui,+40735100175,,,,Servicii construcții,SC Poney SRL,,,SC Poney SRL,+40735100175,,,Materiale construcții,Vaslui,Vaslui,,,,vaslui
smart-team-cld-vaslui-vaslui,Servicii,Construcții generale,Vaslui,Vaslui,+40 770 898 086,https://smart-team-cld.webnode.ro/,46.674427,27.740974,Servicii construcții,SMART TEAM CLD,"Str. Gheorghe Doja 1, 730003 Vaslui, România",https://www.google.com/maps/search/?api=1&query=SMART%20TEAM%20CLD&query_place_id=ChIJu7UjkQdzykARXitdtBTWEQY,SMART TEAM CLD,+40 770 898 086,https://smart-team-cld.webnode.ro/,"Str. Gheorghe Doja 1, 730003 Vaslui, România",Construcții generale,Vaslui,Vaslui,,,,vaslui
sorlesan-instalatii-electrice-termice-si-sanitare-vaslui-vaslui,Servicii,Instalații electrice,Vaslui,Vaslui,+40 767 914 763,,46.6666549,27.5304056,Servicii construcții,"SORLESAN | Instalaţii electrice, termice şi sanitare",,https://www.google.com/maps/search/?api=1&query=SORLESAN%20%7C%20Instala%C5%A3ii%20electrice%2C%20termice%20%C5%9Fi%20sanitare&query_place_id=ChIJtx9kuzYv90ERWpAOROdhX4g,"SORLESAN | Instalaţii electrice, termice şi sanitare",+40 767 914 763,,,Instalații electrice,Vaslui,Vaslui,,,,vaslui
san-marco-vaslui-vaslui-vaslui,Materiale,Materiale construcții,Vaslui,Vaslui,+40 743 789 831,https://www.facebook.com/magazinsanmarcovaslui,46.6433216,27.7391064,Furnizor materiale,San Marco Vaslui,"Strada Alexandru cel Bun 2, 730066 Vaslui, România",https://www.google.com/maps/search/?api=1&query=San%20Marco%20Vaslui&query_place_id=ChIJRf8gDOFzykARPMQxMcR5DVM,San Marco Vaslui,+40 743 789 831,https://www.facebook.com/magazinsanmarcovaslui,"Strada Alexandru cel Bun 2, 730066 Vaslui, România",Materiale construcții,Vaslui,Vaslui,,,,vaslui
sc-bunlatoate-concept-srl-vaslui-vaslui,Servicii,Construcții generale,Vaslui,Vaslui,+40 774 645 809,,46.6478164,27.7343052,Servicii construcții,Sc BUNLATOATE CONCEPT SRL,"Strada Dimitrie Bolintineanu, 730095 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Sc%20BUNLATOATE%20CONCEPT%20SRL&query_place_id=ChIJ7YdmO15zykAR1t0cicBWSC4,Sc BUNLATOATE CONCEPT SRL,+40 774 645 809,,"Strada Dimitrie Bolintineanu, 730095 Vaslui, România",Construcții generale,Vaslui,Vaslui,,,,vaslui
sc-elforacons-srl-vaslui,Servicii,Construcții,Vaslui,Vaslui,+40748084836,,,,Servicii construcții,Sc Elforacons SRL,,,Sc Elforacons SRL,+40748084836,,,Construcții,Vaslui,Vaslui,,,,vaslui
sc-prodajo-srl-vaslui-vaslui,Materiale,Acoperișuri,Vaslui,Vaslui,+40 746 751 230,,46.6490375,27.7382,Furnizor materiale,Sc Prodajo Srl,"DN24 246, 730002 Vaslui, România",https://www.google.com/maps/search/?api=1&query=Sc%20Prodajo%20Srl&query_place_id=ChIJNZPtzblzykAREknq8SvK2YI,Sc Prodajo Srl,+40 746 751 230,,"DN24 246, 730002 Vaslui, România",Acoperișuri,Vaslui,Vaslui,,,,vaslui
statemar-instal-srl-vaslui-vaslui,Servicii,Instalații sanitare,Vaslui,Vaslui,+40 757 062 004,,46.633752,27.726888,Servicii construcții,StateMar Instal SRL,"Bloc 278, Strada Traian 278, Vaslui, România",https://www.google.com/maps/search/?api=1&query=StateMar%20Instal%20SRL&query_place_id=ChIJzUUgxvlzykARwUZwBXYAH0g,StateMar Instal SRL,+40 757 062 004,,"Bloc 278, Strada Traian 278, Vaslui, România",Instalații sanitare,Vaslui,Vaslui,,,,vaslui
stone-mix-vaslui-vaslui,Materiale,Piatră decorativă,Vaslui,Vaslui,+40745662288,https://facebook.com/stonemixvaslui,,,Furnizor materiale,Stone Mix Vaslui,,,Stone Mix Vaslui,+40745662288,https://facebook.com/stonemixvaslui,,Piatră decorativă,Vaslui,Vaslui,,,,vaslui
teleplus-solutii-it-vaslui-vaslui,Servicii,Instalații electrice,Vaslui,Vaslui,+40 335 300 400,https://www.teleplus.ro/,46.6257921,27.7285038,Servicii construcții,TELEPLUS - Solutii IT,"Strada Gării 65, 730162 Vaslui, România",https://www.google.com/maps/search/?api=1&query=TELEPLUS%20-%20Solutii%20IT&query_place_id=ChIJl9amgktzykARzOKX-abD-yI,TELEPLUS - Solutii IT,+40 335 300 400,https://www.teleplus.ro/,"Strada Gării 65, 730162 Vaslui, România",Instalații electrice,Vaslui,Vaslui,,,,vaslui
